32.50234527,1
53.42680403,0
61.53035803,0
47.47563963,1
59.81320787,1
55.14218841,0
52.21179669,0
39.29956669,1
48.10504169,0
52.55001444,0
45.41973014,1
54.35163488,0
44.1640495,0
58.16847072,1
56.72720806,0
48.95588857,0
44.68719623,1
60.29732685,1
45.61864377,0
38.81681754,0
66.18981661,0
65.41605175,1
47.48120861,0
41.57564262,1
51.84518691,1
59.37082201,1
57.31000344,0
63.61556125,0
46.73761941,0
50.55676015,1
52.22399609,0
35.56783005,1
42.43647694,1
58.16454011,1
57.50444762,1
45.44053073,1
61.89622268,0
33.09383174,1
36.43600951,1
37.67565486,0
44.55560838,0
43.31828263,1
50.07314563,0
43.87061265,1
62.99748075,0
32.66904376,0
40.16689901,1
53.57507753,1
33.86421497,0
64.70713867,0
38.11982403,0
44.50253806,1
40.59953838,0
41.72067636,0
51.08863468,0
55.0780959,0
41.37772653,1
62.49469743,0
49.20388754,1
41.10268519,0
41.18201611,0
50.18638949,1
52.37844622,1
50.13548549,0
33.64470601,0
39.55790122,1
56.13038882,0
57.36205213,1
60.26921439,1
35.67809389,0
31.588117,1
53.66093226,0
46.68222865,1
43.10782022,1
70.34607562,1
44.49285588,0
57.5045333,1
36.93007661,0
55.80573336,1
38.95476907,1
56.9012147,0
56.86890066,1
34.3331247,0
59.04974121,0
57.78822399,0
54.28232871,1
51.0887199,1
50.28283635,1
44.21174175,0
38.00548801,1
32.94047994,0
53.69163957,1
68.76573427,1
46.2309665,1
68.31936082,0
50.03017434,0
49.23976534,1
50.03957594,1
48.14985889,1
25.12848465,1
